code,code_suffix,market,index
600985,600985.SH,SH,zz500
600986,600986.SH,SH,zz1000
600988,600988.SH,SH,zz500
600989,600989.SH,SH,hs300
600993,600993.SH,SH,zz1000
600995,600995.SH,SH,zz500
600996,600996.SH,SH,zz1000
600997,600997.SH,SH,zz1000
600998,600998.SH,SH,zz500
600999,600999.SH,SH,hs300
601000,601000.SH,SH,zz500
601001,601001.SH,SH,zz500
601003,601003.SH,SH,zz1000
601006,601006.SH,SH,hs300
601009,601009.SH,SH,hs300
601012,601012.SH,SH,hs300
601016,601016.SH,SH,zz500
601018,601018.SH,SH,hs300
601019,601019.SH,SH,zz500
601020,601020.SH,SH,zz1000
601021,601021.SH,SH,hs300
601022,601022.SH,SH,zz1000
601026,601026.SH,SH,zz1000
601033,601033.SH,SH,zz1000
601038,601038.SH,SH,zz1000
601058,601058.SH,SH,hs300
601059,601059.SH,SH,hs300
601066,601066.SH,SH,hs300
601068,601068.SH,SH,zz1000
601069,601069.SH,SH,zz1000
601077,601077.SH,SH,hs300
601083,601083.SH,SH,zz1000
601088,601088.SH,SH,hs300
601089,601089.SH,SH,zz1000
601096,601096.SH,SH,zz1000
601098,601098.SH,SH,zz500
601099,601099.SH,SH,zz500
601100,601100.SH,SH,hs300
601101,601101.SH,SH,zz1000
601106,601106.SH,SH,zz500
601107,601107.SH,SH,zz1000
601108,601108.SH,SH,zz500
601111,601111.SH,SH,hs300
601112,601112.SH,SH,zz500
601117,601117.SH,SH,hs300
601118,601118.SH,SH,zz500
601126,601126.SH,SH,zz1000
601127,601127.SH,SH,hs300
601128,601128.SH,SH,zz500
601136,601136.SH,SH,hs300
601137,601137.SH,SH,zz1000
601138,601138.SH,SH,hs300
601139,601139.SH,SH,zz500
601155,601155.SH,SH,zz500
601156,601156.SH,SH,zz500
601162,601162.SH,SH,zz500
601166,601166.SH,SH,hs300
601169,601169.SH,SH,hs300
601179,601179.SH,SH,zz500
601186,601186.SH,SH,hs300
601187,601187.SH,SH,zz1000
601198,601198.SH,SH,zz500
601200,601200.SH,SH,zz1000
601208,601208.SH,SH,zz1000
601211,601211.SH,SH,hs300
601212,601212.SH,SH,zz500
601216,601216.SH,SH,zz500
601222,601222.SH,SH,zz1000
601225,601225.SH,SH,hs300
601228,601228.SH,SH,zz500
601229,601229.SH,SH,hs300
601233,601233.SH,SH,zz500
601236,601236.SH,SH,zz500
601238,601238.SH,SH,hs300
601288,601288.SH,SH,hs300
601298,601298.SH,SH,zz500
601311,601311.SH,SH,zz1000
601318,601318.SH,SH,hs300
601319,601319.SH,SH,hs300
601326,601326.SH,SH,zz1000
601328,601328.SH,SH,hs300
601333,601333.SH,SH,zz1000
601336,601336.SH,SH,hs300
601360,601360.SH,SH,hs300
601369,601369.SH,SH,zz1000
601375,601375.SH,SH,zz1000
601377,601377.SH,SH,hs300
601390,601390.SH,SH,hs300
601398,601398.SH,SH,hs300
601399,601399.SH,SH,zz500
601456,601456.SH,SH,hs300
601519,601519.SH,SH,zz1000
601528,601528.SH,SH,zz1000
601555,601555.SH,SH,zz500
601567,601567.SH,SH,zz500
601568,601568.SH,SH,zz1000
601577,601577.SH,SH,zz500
601595,601595.SH,SH,zz1000
601598,601598.SH,SH,zz500
601600,601600.SH,SH,hs300
601601,601601.SH,SH,hs300
601606,601606.SH,SH,zz1000
601607,601607.SH,SH,hs300
601608,601608.SH,SH,zz500
601609,601609.SH,SH,zz1000
601611,601611.SH,SH,zz500
601615,601615.SH,SH,zz500
601618,601618.SH,SH,hs300
601619,601619.SH,SH,zz1000
601628,601628.SH,SH,hs300
601633,601633.SH,SH,hs300
601636,601636.SH,SH,zz1000
601658,601658.SH,SH,hs300
601665,601665.SH,SH,zz500
601666,601666.SH,SH,zz500
601668,601668.SH,SH,hs300
601669,601669.SH,SH,hs300
601677,601677.SH,SH,zz1000
601678,601678.SH,SH,zz1000
601688,601688.SH,SH,hs300
601689,601689.SH,SH,hs300
601696,601696.SH,SH,zz500
601698,601698.SH,SH,hs300
601699,601699.SH,SH,zz500
601702,601702.SH,SH,zz1000
601717,601717.SH,SH,zz500
601727,601727.SH,SH,hs300
601728,601728.SH,SH,hs300
601766,601766.SH,SH,hs300
601777,601777.SH,SH,zz1000
601778,601778.SH,SH,zz1000
601788,601788.SH,SH,hs300
601799,601799.SH,SH,zz500
601800,601800.SH,SH,hs300
601801,601801.SH,SH,zz1000
601808,601808.SH,SH,zz500
601816,601816.SH,SH,hs300
601818,601818.SH,SH,hs300
601825,601825.SH,SH,hs300
601838,601838.SH,SH,hs300
601857,601857.SH,SH,hs300
601858,601858.SH,SH,zz1000
601860,601860.SH,SH,zz1000
601865,601865.SH,SH,zz500
601866,601866.SH,SH,zz500
601868,601868.SH,SH,hs300
601869,601869.SH,SH,zz500
601872,601872.SH,SH,hs300
601877,601877.SH,SH,hs300
601878,601878.SH,SH,hs300
601880,601880.SH,SH,zz500
601881,601881.SH,SH,hs300
601882,601882.SH,SH,zz1000
601888,601888.SH,SH,hs300
601890,601890.SH,SH,zz1000
601898,601898.SH,SH,hs300
601899,601899.SH,SH,hs300
601900,601900.SH,SH,zz1000
601901,601901.SH,SH,hs300
601908,601908.SH,SH,zz1000
601916,601916.SH,SH,hs300
601918,601918.SH,SH,zz1000
601919,601919.SH,SH,hs300
601921,601921.SH,SH,zz1000
601928,601928.SH,SH,zz500
601939,601939.SH,SH,hs300
601949,601949.SH,SH,zz1000
601952,601952.SH,SH,zz1000
601958,601958.SH,SH,zz500
601963,601963.SH,SH,zz1000
601965,601965.SH,SH,zz1000
601966,601966.SH,SH,zz500
601969,601969.SH,SH,zz1000
601975,601975.SH,SH,zz1000
601985,601985.SH,SH,hs300
601988,601988.SH,SH,hs300
601990,601990.SH,SH,zz500
601991,601991.SH,SH,zz500
601995,601995.SH,SH,hs300
601997,601997.SH,SH,zz500
601998,601998.SH,SH,hs300
603000,603000.SH,SH,zz500
603005,603005.SH,SH,zz1000
603009,603009.SH,SH,zz1000
603013,603013.SH,SH,zz1000
603014,603014.SH,SH,zz1000
603019,603019.SH,SH,hs300
603025,603025.SH,SH,zz1000
603026,603026.SH,SH,zz1000
603027,603027.SH,SH,zz1000
603033,603033.SH,SH,zz1000
603039,603039.SH,SH,zz1000
603043,603043.SH,SH,zz1000
603049,603049.SH,SH,zz500
603055,603055.SH,SH,zz1000
603057,603057.SH,SH,zz1000
603063,603063.SH,SH,zz1000
603072,603072.SH,SH,zz1000
603077,603077.SH,SH,zz500
603083,603083.SH,SH,zz1000
603087,603087.SH,SH,zz500
603092,603092.SH,SH,zz500
603093,603093.SH,SH,zz1000
603099,603099.SH,SH,zz1000
603100,603100.SH,SH,zz1000
603103,603103.SH,SH,zz1000
603108,603108.SH,SH,zz1000
603118,603118.SH,SH,zz1000
603119,603119.SH,SH,zz500
603124,603124.SH,SH,zz1000
603127,603127.SH,SH,zz1000
603129,603129.SH,SH,zz500
603132,603132.SH,SH,zz1000
603156,603156.SH,SH,zz500
603160,603160.SH,SH,zz500
603162,603162.SH,SH,zz1000
603166,603166.SH,SH,zz1000
603169,603169.SH,SH,zz1000
603171,603171.SH,SH,zz1000
603175,603175.SH,SH,zz500
603179,603179.SH,SH,zz500
603193,603193.SH,SH,zz1000
603194,603194.SH,SH,zz1000
603202,603202.SH,SH,zz1000
603218,603218.SH,SH,zz1000
603219,603219.SH,SH,zz1000
603220,603220.SH,SH,zz1000
603225,603225.SH,SH,zz500
603227,603227.SH,SH,zz1000
603233,603233.SH,SH,zz500
603236,603236.SH,SH,zz1000
603248,603248.SH,SH,zz1000
603256,603256.SH,SH,zz500
603259,603259.SH,SH,hs300
603260,603260.SH,SH,hs300
603267,603267.SH,SH,zz1000
603279,603279.SH,SH,zz1000
603283,603283.SH,SH,zz1000
603288,603288.SH,SH,hs300
603290,603290.SH,SH,zz500
603296,603296.SH,SH,hs300
603297,603297.SH,SH,zz1000
603298,603298.SH,SH,zz500
603299,603299.SH,SH,zz1000
603300,603300.SH,SH,zz1000
603301,603301.SH,SH,zz1000
603305,603305.SH,SH,zz1000
603306,603306.SH,SH,zz1000
603308,603308.SH,SH,zz500
603317,603317.SH,SH,zz1000
603319,603319.SH,SH,zz1000
603323,603323.SH,SH,zz1000
603327,603327.SH,SH,zz1000
603328,603328.SH,SH,zz1000
603337,603337.SH,SH,zz1000
603338,603338.SH,SH,zz500
603341,603341.SH,SH,zz500
603345,603345.SH,SH,zz500
603355,603355.SH,SH,zz1000
603358,603358.SH,SH,zz1000
603360,603360.SH,SH,zz1000
603369,603369.SH,SH,hs300
603376,603376.SH,SH,zz1000
603379,603379.SH,SH,zz500
603392,603392.SH,SH,hs300
603393,603393.SH,SH,zz1000
603395,603395.SH,SH,zz1000
603402,603402.SH,SH,zz1000
603406,603406.SH,SH,zz1000
603418,603418.SH,SH,zz1000
603444,603444.SH,SH,zz500
603456,603456.SH,SH,zz1000
603477,603477.SH,SH,zz1000
603486,603486.SH,SH,zz500
603496,603496.SH,SH,zz1000
603501,603501.SH,SH,hs300
603505,603505.SH,SH,zz1000
603508,603508.SH,SH,zz1000
603516,603516.SH,SH,zz1000
603529,603529.SH,SH,zz500
603530,603530.SH,SH,zz1000
603533,603533.SH,SH,zz1000
603556,603556.SH,SH,zz1000
603565,603565.SH,SH,zz500
603567,603567.SH,SH,zz1000
603568,603568.SH,SH,zz500
603583,603583.SH,SH,zz1000
603588,603588.SH,SH,zz1000
603589,603589.SH,SH,zz500
603596,603596.SH,SH,zz500
603599,603599.SH,SH,zz1000
603605,603605.SH,SH,zz500
603606,603606.SH,SH,zz500
603612,603612.SH,SH,zz1000
603613,603613.SH,SH,zz1000
603619,603619.SH,SH,zz1000
603638,603638.SH,SH,zz1000
603650,603650.SH,SH,zz500
603658,603658.SH,SH,zz500
603659,603659.SH,SH,zz500
603662,603662.SH,SH,zz1000
603663,603663.SH,SH,zz1000
603667,603667.SH,SH,zz1000
603678,603678.SH,SH,zz1000
603688,603688.SH,SH,zz500
603690,603690.SH,SH,zz1000
603693,603693.SH,SH,zz1000
603698,603698.SH,SH,zz1000
603699,603699.SH,SH,zz500
603707,603707.SH,SH,zz1000
603713,603713.SH,SH,zz1000
603728,603728.SH,SH,zz500
603730,603730.SH,SH,zz1000
603733,603733.SH,SH,zz1000
603737,603737.SH,SH,zz500
603766,603766.SH,SH,zz500
603786,603786.SH,SH,zz500
603799,603799.SH,SH,hs300
603806,603806.SH,SH,zz500
603809,603809.SH,SH,zz1000
603816,603816.SH,SH,zz500
603826,603826.SH,SH,zz1000
603833,603833.SH,SH,zz500
603858,603858.SH,SH,zz500
603866,603866.SH,SH,zz1000
603871,603871.SH,SH,zz1000
603876,603876.SH,SH,zz1000
603881,603881.SH,SH,zz1000
603883,603883.SH,SH,zz1000
603885,603885.SH,SH,zz500
603887,603887.SH,SH,zz1000
603888,603888.SH,SH,zz1000
603893,603893.SH,SH,hs300
603899,603899.SH,SH,zz500
603915,603915.SH,SH,zz1000
603919,603919.SH,SH,zz1000
603920,603920.SH,SH,zz500
603927,603927.SH,SH,zz1000
603929,603929.SH,SH,zz1000
603939,603939.SH,SH,zz500
603950,603950.SH,SH,zz1000
603979,603979.SH,SH,zz500
603983,603983.SH,SH,zz1000
603986,603986.SH,SH,hs300
603992,603992.SH,SH,zz1000
603993,603993.SH,SH,hs300
603997,603997.SH,SH,zz1000
605011,605011.SH,SH,zz1000
605020,605020.SH,SH,zz1000
605090,605090.SH,SH,zz1000
605099,605099.SH,SH,zz1000
605111,605111.SH,SH,zz1000
605116,605116.SH,SH,zz1000
605117,605117.SH,SH,hs300
605118,605118.SH,SH,zz1000
605123,605123.SH,SH,zz1000
605196,605196.SH,SH,zz1000
605198,605198.SH,SH,zz1000
605296,605296.SH,SH,zz1000
605333,605333.SH,SH,zz1000
605358,605358.SH,SH,zz500
605376,605376.SH,SH,zz1000
605499,605499.SH,SH,hs300
605507,605507.SH,SH,zz1000
605555,605555.SH,SH,zz1000
605589,605589.SH,SH,zz500
605599,605599.SH,SH,zz1000
688001,688001.SH,SH,zz1000
688002,688002.SH,SH,zz500
688003,688003.SH,SH,zz1000
688005,688005.SH,SH,zz1000
688006,688006.SH,SH,zz1000
688008,688008.SH,SH,hs300
688009,688009.SH,SH,hs300
688012,688012.SH,SH,hs300
688016,688016.SH,SH,zz1000
688017,688017.SH,SH,zz500
688018,688018.SH,SH,zz500
688019,688019.SH,SH,zz500
688025,688025.SH,SH,zz1000
688027,688027.SH,SH,zz500
688029,688029.SH,SH,zz1000
688031,688031.SH,SH,zz1000
688032,688032.SH,SH,zz1000
688036,688036.SH,SH,hs300
688037,688037.SH,SH,zz500
688041,688041.SH,SH,hs300
688047,688047.SH,SH,hs300
688048,688048.SH,SH,zz1000
688050,688050.SH,SH,zz1000
688052,688052.SH,SH,zz500
688062,688062.SH,SH,zz1000
688063,688063.SH,SH,zz1000
688065,688065.SH,SH,zz500
688068,688068.SH,SH,zz1000
688072,688072.SH,SH,hs300
688082,688082.SH,SH,hs300
688083,688083.SH,SH,zz1000
688088,688088.SH,SH,zz1000
688091,688091.SH,SH,zz1000
688097,688097.SH,SH,zz1000
688099,688099.SH,SH,zz500
688100,688100.SH,SH,zz1000
688102,688102.SH,SH,zz1000
688106,688106.SH,SH,zz1000
688107,688107.SH,SH,zz1000
688110,688110.SH,SH,zz1000
688111,688111.SH,SH,hs300
688114,688114.SH,SH,zz500
688116,688116.SH,SH,zz1000
688120,688120.SH,SH,zz500
688122,688122.SH,SH,zz500
688123,688123.SH,SH,zz1000
688126,688126.SH,SH,hs300
688127,688127.SH,SH,zz1000
688128,688128.SH,SH,zz1000
688131,688131.SH,SH,zz1000
688139,688139.SH,SH,zz1000
688141,688141.SH,SH,zz1000
688146,688146.SH,SH,zz1000
688147,688147.SH,SH,zz1000
688150,688150.SH,SH,zz1000
688153,688153.SH,SH,zz1000
688158,688158.SH,SH,zz1000
688165,688165.SH,SH,zz1000
688166,688166.SH,SH,zz500
688167,688167.SH,SH,zz1000
688169,688169.SH,SH,zz500
688172,688172.SH,SH,zz500
688177,688177.SH,SH,zz1000
688180,688180.SH,SH,zz500
688182,688182.SH,SH,zz1000
688183,688183.SH,SH,hs300
688187,688187.SH,SH,zz500
688188,688188.SH,SH,zz500
688190,688190.SH,SH,zz1000
688192,688192.SH,SH,zz500
688195,688195.SH,SH,zz1000
688200,688200.SH,SH,zz500
688205,688205.SH,SH,zz1000
688206,688206.SH,SH,zz1000
688208,688208.SH,SH,zz1000
688213,688213.SH,SH,zz500
688220,688220.SH,SH,zz500
688223,688223.SH,SH,hs300
688232,688232.SH,SH,zz1000
688234,688234.SH,SH,zz500
688235,688235.SH,SH,zz500
688248,688248.SH,SH,zz500
688252,688252.SH,SH,zz1000
688256,688256.SH,SH,hs300
688262,688262.SH,SH,zz1000
688266,688266.SH,SH,zz500
688271,688271.SH,SH,hs300
688278,688278.SH,SH,zz500
688279,688279.SH,SH,zz1000
688281,688281.SH,SH,zz500
688289,688289.SH,SH,zz1000
688295,688295.SH,SH,zz500
688297,688297.SH,SH,zz500
688300,688300.SH,SH,zz1000
688301,688301.SH,SH,zz500
688303,688303.SH,SH,hs300
688306,688306.SH,SH,zz1000
688313,688313.SH,SH,zz500
688318,688318.SH,SH,zz500
688321,688321.SH,SH,zz1000
688322,688322.SH,SH,zz500
688326,688326.SH,SH,zz1000
688327,688327.SH,SH,zz1000
688331,688331.SH,SH,zz500
688332,688332.SH,SH,zz1000
688333,688333.SH,SH,zz1000
688336,688336.SH,SH,zz500
688343,688343.SH,SH,zz500
688347,688347.SH,SH,zz500
688349,688349.SH,SH,zz500
688351,688351.SH,SH,zz1000
688352,688352.SH,SH,zz1000
688353,688353.SH,SH,zz1000
688361,688361.SH,SH,zz500
688362,688362.SH,SH,zz1000
688363,688363.SH,SH,zz500
688368,688368.SH,SH,zz1000
688372,688372.SH,SH,zz1000
688375,688375.SH,SH,zz500
688380,688380.SH,SH,zz1000
688382,688382.SH,SH,zz1000
688385,688385.SH,SH,zz500
688387,688387.SH,SH,zz500
688388,688388.SH,SH,zz1000
688390,688390.SH,SH,zz1000
688392,688392.SH,SH,zz1000
688396,688396.SH,SH,hs300
688400,688400.SH,SH,zz1000
688403,688403.SH,SH,zz1000
688408,688408.SH,SH,zz1000
688409,688409.SH,SH,zz1000
688411,688411.SH,SH,zz500
688425,688425.SH,SH,zz500
688432,688432.SH,SH,zz1000
688433,688433.SH,SH,zz1000
688439,688439.SH,SH,zz1000
688443,688443.SH,SH,zz1000
688449,688449.SH,SH,zz1000
688469,688469.SH,SH,zz500
688472,688472.SH,SH,hs300
688475,688475.SH,SH,zz500
688484,688484.SH,SH,zz1000
688486,688486.SH,SH,zz1000
688498,688498.SH,SH,zz500
688502,688502.SH,SH,zz1000
688503,688503.SH,SH,zz1000
688506,688506.SH,SH,hs300
688515,688515.SH,SH,zz1000
688516,688516.SH,SH,zz1000
688519,688519.SH,SH,zz1000
688520,688520.SH,SH,zz500
688521,688521.SH,SH,hs300
688522,688522.SH,SH,zz1000
688523,688523.SH,SH,zz1000
688531,688531.SH,SH,zz1000
688536,688536.SH,SH,zz1000
688538,688538.SH,SH,zz500
688543,688543.SH,SH,zz1000
688545,688545.SH,SH,zz1000
688548,688548.SH,SH,zz1000
688549,688549.SH,SH,zz1000
688552,688552.SH,SH,zz1000
688559,688559.SH,SH,zz1000
688561,688561.SH,SH,zz500
688563,688563.SH,SH,zz500
688567,688567.SH,SH,zz1000
688568,688568.SH,SH,zz500
688578,688578.SH,SH,zz500
688582,688582.SH,SH,zz500
688584,688584.SH,SH,zz1000
688586,688586.SH,SH,zz1000
688591,688591.SH,SH,zz1000
688593,688593.SH,SH,zz1000
688596,688596.SH,SH,zz1000
688599,688599.SH,SH,zz500
688605,688605.SH,SH,zz1000
688608,688608.SH,SH,zz500
688612,688612.SH,SH,zz1000
688615,688615.SH,SH,zz500
688617,688617.SH,SH,zz500
688627,688627.SH,SH,zz1000
688629,688629.SH,SH,zz500
688630,688630.SH,SH,zz1000
688631,688631.SH,SH,zz1000
688639,688639.SH,SH,zz1000
688652,688652.SH,SH,zz1000
688658,688658.SH,SH,zz1000
688660,688660.SH,SH,zz1000
688668,688668.SH,SH,zz1000
688676,688676.SH,SH,zz500
688686,688686.SH,SH,zz1000
688690,688690.SH,SH,zz1000
688691,688691.SH,SH,zz1000
688692,688692.SH,SH,zz500
688698,688698.SH,SH,zz1000
688700,688700.SH,SH,zz1000
688702,688702.SH,SH,zz500
688708,688708.SH,SH,zz500
688709,688709.SH,SH,zz500
688717,688717.SH,SH,zz1000
688726,688726.SH,SH,zz1000
688728,688728.SH,SH,zz500
688766,688766.SH,SH,zz1000
688772,688772.SH,SH,zz500
688776,688776.SH,SH,zz1000
688777,688777.SH,SH,zz500
688778,688778.SH,SH,zz500
688779,688779.SH,SH,zz1000
688789,688789.SH,SH,zz1000
688798,688798.SH,SH,zz1000
688800,688800.SH,SH,zz1000
688819,688819.SH,SH,zz500
688981,688981.SH,SH,hs300
689009,689009.SH,SH,zz500
